survey_id,company_id,customer_id,survey_date,satisfaction_score,preferred_feature,purchase_factor,improvement_area,would_recommend
SRV000343,C008,CUST01946,2023-11-20,7,Improved durability,Customer reviews,Comfort,Yes
SRV000344,C004,CUST00417,2024-08-11,6,Lower price,Price,Performance,No
SRV000345,C008,CUST05055,2024-04-20,9,Longer battery life,Brand reputation,Durability,Yes
SRV000346,C010,CUST07695,2023-12-27,1,Better software,Customer reviews,Design,No
SRV000347,C001,CUST00691,2024-08-15,1,Longer battery life,Design,Performance,No
SRV000348,C004,CUST02426,2024-11-17,5,Improved durability,Customer reviews,Design,No
SRV000349,C003,CUST06961,2025-10-29,8,Lower price,Features,Performance,Yes
SRV000350,C004,CUST02698,2023-11-29,8,Lower price,Brand reputation,Battery life,Yes
SRV000351,C008,CUST01498,2024-11-21,5,Better design,Brand reputation,Durability,No
SRV000352,C010,CUST07060,2025-05-25,9,More smart features,Quality,Durability,Yes
SRV000353,C009,CUST05173,2023-07-15,3,Improved comfort,Customer reviews,Price,No
SRV000354,C007,CUST04026,2024-05-23,1,Lower price,Durability,Comfort,No
SRV000355,C003,CUST01869,2024-06-30,6,Lower price,Price,Software,No
SRV000356,C001,CUST09216,2025-01-06,4,Longer battery life,Quality,Customer support,No
SRV000357,C005,CUST05556,2023-11-24,7,Lower price,Quality,Software,Yes
SRV000358,C010,CUST02236,2024-03-28,4,Improved comfort,Customer reviews,Design,No
SRV000359,C008,CUST05565,2025-02-04,7,Improved durability,Features,Comfort,Yes
SRV000360,C007,CUST07731,2023-06-17,9,Improved durability,Performance,Performance,Yes
SRV000361,C007,CUST06700,2023-08-18,1,Better design,Brand reputation,Design,No
SRV000362,C001,CUST03028,2025-12-01,8,Better performance,Features,Customer support,Yes
SRV000363,C003,CUST07556,2025-11-11,8,Longer battery life,Customer reviews,Design,Yes
SRV000364,C002,CUST04080,2025-04-30,8,Longer battery life,Customer reviews,Software,Yes
SRV000365,C010,CUST03526,2023-02-14,7,Lower price,Price,Comfort,Yes
SRV000366,C010,CUST03447,2023-05-30,1,Better software,Performance,Performance,No
SRV000367,C001,CUST03671,2023-05-04,2,Improved durability,Price,Software,No
SRV000368,C008,CUST02476,2024-01-04,3,Better software,Performance,Durability,No
SRV000369,C010,CUST04727,2025-02-12,7,Better performance,Brand reputation,Price,Yes
SRV000370,C001,CUST01192,2024-01-01,9,Better software,Brand reputation,Comfort,Yes
SRV000371,C004,CUST00669,2023-01-08,1,Lower price,Customer reviews,Durability,No
SRV000372,C003,CUST06200,2025-02-15,4,Better design,Customer reviews,Price,No
SRV000373,C005,CUST05148,2024-07-18,4,Better performance,Price,Durability,No
SRV000374,C006,CUST01183,2023-02-02,4,Better design,Quality,Performance,No
SRV000375,C007,CUST03877,2023-03-10,8,Longer battery life,Features,Battery life,Yes
SRV000376,C009,CUST02443,2025-06-17,4,Better design,Price,Design,No
SRV000377,C006,CUST09970,2024-08-15,4,More smart features,Performance,Comfort,No
SRV000378,C004,CUST03781,2023-10-21,9,Better design,Durability,Software,Yes
SRV000379,C001,CUST03012,2023-05-05,9,Improved comfort,Durability,Customer support,Yes
SRV000380,C008,CUST02811,2024-12-06,7,More smart features,Durability,Durability,Yes
SRV000381,C007,CUST05382,2024-09-06,7,Improved comfort,Customer reviews,Comfort,Yes
SRV000382,C007,CUST00139,2024-04-06,5,Improved comfort,Customer reviews,Battery life,No
SRV000383,C001,CUST06254,2025-04-25,7,Improved comfort,Durability,Comfort,Yes
SRV000384,C007,CUST06856,2024-02-21,6,Better performance,Customer reviews,Price,No
SRV000385,C004,CUST00737,2024-01-26,1,Lower price,Durability,Battery life,No
SRV000386,C001,CUST02308,2023-05-30,4,Better design,Customer reviews,Comfort,No
SRV000387,C004,CUST01404,2024-11-12,5,Longer battery life,Features,Comfort,No
SRV000388,C005,CUST03653,2023-08-29,8,Better design,Features,Durability,Yes
SRV000389,C007,CUST03721,2024-05-05,9,More smart features,Design,Durability,Yes
SRV000390,C004,CUST07350,2025-12-28,6,Lower price,Design,Price,No
SRV000391,C002,CUST08724,2025-10-15,8,Better performance,Customer reviews,Price,Yes
SRV000392,C006,CUST02244,2024-02-21,6,More smart features,Durability,Battery life,No
SRV000393,C010,CUST07121,2024-03-29,3,Longer battery life,Design,Durability,No
SRV000394,C007,CUST01495,2023-11-09,4,More smart features,Features,Durability,No
SRV000395,C003,CUST09387,2024-05-18,8,More smart features,Design,Customer support,Yes
SRV000396,C010,CUST09858,2025-10-01,8,Improved comfort,Performance,Design,Yes
SRV000397,C005,CUST04318,2025-09-27,3,Longer battery life,Price,Performance,No
SRV000398,C006,CUST01177,2023-04-10,1,Better software,Brand reputation,Comfort,No
SRV000399,C007,CUST07956,2023-11-06,1,Better design,Customer reviews,Price,No
SRV000400,C004,CUST01404,2025-09-16,8,Longer battery life,Price,Durability,Yes
SRV000401,C009,CUST03374,2023-02-04,9,Lower price,Design,Battery life,Yes
SRV000402,C001,CUST06890,2025-05-31,3,Better performance,Quality,Design,No
SRV000403,C007,CUST01206,2024-01-29,10,Lower price,Performance,Software,Yes
SRV000404,C003,CUST09588,2025-03-23,2,More smart features,Durability,Customer support,No
SRV000405,C007,CUST02434,2024-05-13,4,Lower price,Quality,Battery life,No
SRV000406,C007,CUST00913,2025-04-10,7,Better software,Customer reviews,Battery life,Yes
SRV000407,C001,CUST05154,2023-01-20,3,Better performance,Customer reviews,Durability,No
SRV000408,C006,CUST05967,2024-11-09,10,Better performance,Price,Comfort,Yes
SRV000409,C006,CUST00690,2025-08-31,5,Longer battery life,Quality,Software,No
SRV000410,C001,CUST09563,2023-03-09,3,More smart features,Price,Comfort,No
SRV000411,C007,CUST02819,2023-10-23,7,Better performance,Design,Design,Yes
SRV000412,C010,CUST06597,2024-05-07,10,Better software,Performance,Durability,Yes
SRV000413,C008,CUST00747,2023-10-14,2,More smart features,Price,Performance,No
SRV000414,C005,CUST03695,2024-04-20,2,More smart features,Durability,Price,No
SRV000415,C004,CUST06429,2024-07-13,8,Improved durability,Features,Price,Yes
SRV000416,C002,CUST00231,2025-02-07,7,Improved comfort,Durability,Performance,Yes
SRV000417,C008,CUST01568,2024-08-27,4,Better performance,Quality,Software,No
SRV000418,C001,CUST00621,2025-02-17,3,Better software,Performance,Price,No
SRV000419,C006,CUST03017,2023-07-07,1,Lower price,Customer reviews,Price,No
SRV000420,C010,CUST03019,2024-07-06,2,Improved comfort,Quality,Design,No
SRV000421,C010,CUST05546,2025-07-08,9,Better software,Quality,Battery life,Yes
SRV000422,C002,CUST06512,2024-12-25,9,Better performance,Performance,Durability,Yes
SRV000423,C010,CUST05540,2024-08-20,7,Better software,Quality,Comfort,Yes
SRV000424,C004,CUST06719,2025-12-03,3,Better software,Brand reputation,Design,No
SRV000425,C010,CUST07700,2024-09-08,5,Improved durability,Brand reputation,Performance,No
SRV000426,C010,CUST07898,2025-06-09,5,Better software,Design,Customer support,No
SRV000427,C006,CUST07501,2023-06-07,6,Lower price,Features,Customer support,No
SRV000428,C005,CUST00724,2024-02-05,8,Better performance,Brand reputation,Software,Yes
SRV000429,C001,CUST00764,2025-03-21,6,Better software,Performance,Customer support,No
SRV000430,C006,CUST09671,2025-05-31,10,Improved comfort,Design,Price,Yes
SRV000431,C007,CUST03690,2024-02-16,8,More smart features,Brand reputation,Durability,Yes
SRV000432,C007,CUST07993,2024-08-19,8,Better design,Performance,Durability,Yes
SRV000433,C006,CUST03013,2025-03-15,6,Better performance,Features,Design,No
SRV000434,C005,CUST02573,2023-02-25,8,Better design,Customer reviews,Software,Yes
SRV000435,C003,CUST02853,2023-05-22,7,Improved durability,Brand reputation,Software,Yes
SRV000436,C007,CUST09458,2024-06-01,3,Better software,Durability,Performance,No
SRV000437,C009,CUST08929,2025-09-08,10,Better software,Durability,Battery life,Yes
SRV000438,C006,CUST09164,2025-01-06,9,Better performance,Quality,Comfort,Yes
SRV000439,C004,CUST08104,2024-12-28,3,Longer battery life,Durability,Price,No
SRV000440,C002,CUST03685,2025-05-31,2,Longer battery life,Quality,Software,No
SRV000441,C010,CUST00848,2025-11-11,9,Better design,Customer reviews,Price,Yes
SRV000442,C004,CUST00548,2025-08-06,10,Improved comfort,Performance,Battery life,Yes
SRV000443,C002,CUST08871,2023-08-03,5,Better software,Quality,Performance,No
SRV000444,C005,CUST01889,2023-10-18,6,Lower price,Performance,Customer support,No
SRV000445,C006,CUST02411,2024-02-28,9,Improved durability,Performance,Customer support,Yes
SRV000446,C001,CUST01607,2025-06-16,8,More smart features,Quality,Software,Yes
SRV000447,C010,CUST07695,2023-08-24,1,More smart features,Quality,Design,No
SRV000448,C008,CUST04238,2024-05-14,9,Improved comfort,Brand reputation,Price,Yes
SRV000449,C007,CUST02222,2025-05-23,8,Better design,Durability,Design,Yes
SRV000450,C007,CUST02412,2025-06-04,7,Longer battery life,Features,Customer support,Yes
SRV000451,C007,CUST09931,2025-05-29,7,Longer battery life,Features,Comfort,Yes
SRV000452,C010,CUST02081,2023-05-09,10,Better performance,Brand reputation,Price,Yes
SRV000453,C010,CUST00848,2024-02-08,8,Better performance,Design,Customer support,Yes
SRV000454,C007,CUST05957,2024-10-03,10,Better software,Durability,Performance,Yes
SRV000455,C005,CUST09438,2024-12-21,8,Improved comfort,Design,Performance,Yes
SRV000456,C003,CUST00713,2023-10-02,6,Better performance,Features,Software,No
SRV000457,C008,CUST08341,2024-01-10,6,Improved comfort,Durability,Durability,No
SRV000458,C009,CUST00897,2023-10-10,10,Better software,Durability,Design,Yes
SRV000459,C002,CUST09064,2023-12-21,9,Improved comfort,Customer reviews,Software,Yes
SRV000460,C001,CUST09846,2024-01-19,6,Improved durability,Price,Price,No
SRV000461,C004,CUST08910,2023-01-20,8,Improved comfort,Features,Durability,Yes
SRV000462,C005,CUST03879,2025-11-01,8,Better software,Customer reviews,Durability,Yes
SRV000463,C010,CUST06526,2025-06-28,8,Improved comfort,Quality,Battery life,Yes
SRV000464,C009,CUST06503,2024-03-27,5,Longer battery life,Design,Comfort,No
SRV000465,C007,CUST04364,2024-08-14,3,Improved durability,Customer reviews,Performance,No
SRV000466,C010,CUST04822,2023-08-22,5,More smart features,Price,Customer support,No
SRV000467,C004,CUST09695,2024-03-23,7,Better performance,Features,Software,Yes
SRV000468,C008,CUST05335,2023-03-08,8,Lower price,Performance,Performance,Yes
SRV000469,C005,CUST04370,2023-08-29,4,Better design,Performance,Durability,No
SRV000470,C008,CUST05876,2023-10-13,4,Better design,Price,Price,No
SRV000471,C003,CUST05770,2024-07-29,10,Improved comfort,Performance,Software,Yes
SRV000472,C007,CUST09132,2024-07-01,9,Better performance,Brand reputation,Durability,Yes
SRV000473,C004,CUST07801,2023-05-02,5,Improved comfort,Brand reputation,Comfort,No
SRV000474,C001,CUST09758,2024-10-21,4,Better software,Customer reviews,Design,No
SRV000475,C006,CUST03140,2024-07-04,7,Better software,Customer reviews,Performance,Yes
SRV000476,C001,CUST03287,2023-07-10,7,Lower price,Performance,Customer support,Yes
SRV000477,C006,CUST05902,2025-09-26,6,Longer battery life,Quality,Customer support,No
SRV000478,C001,CUST00879,2025-01-03,2,Better software,Features,Durability,No
SRV000479,C002,CUST00231,2024-03-09,8,Lower price,Performance,Software,Yes
SRV000480,C003,CUST09189,2023-09-25,10,Improved durability,Performance,Battery life,Yes
SRV000481,C008,CUST09015,2023-07-23,8,Longer battery life,Quality,Design,Yes
SRV000482,C007,CUST05193,2025-07-23,1,Better software,Features,Design,No
SRV000483,C002,CUST02451,2024-09-10,3,Lower price,Quality,Price,No
SRV000484,C006,CUST08102,2023-06-18,6,Improved comfort,Price,Durability,No
SRV000485,C007,CUST02330,2024-09-17,4,Better software,Quality,Performance,No
SRV000486,C003,CUST09278,2024-03-13,8,Better performance,Brand reputation,Comfort,Yes
SRV000487,C004,CUST08555,2025-06-30,1,Longer battery life,Performance,Performance,No
SRV000488,C009,CUST08248,2025-05-14,3,Improved durability,Quality,Comfort,No
SRV000489,C006,CUST05830,2023-07-02,2,Better performance,Performance,Price,No
SRV000490,C003,CUST08274,2024-09-04,3,Better software,Brand reputation,Design,No
SRV000491,C001,CUST06977,2025-12-22,10,Longer battery life,Brand reputation,Customer support,Yes
SRV000492,C008,CUST09353,2024-03-12,3,Better software,Customer reviews,Comfort,No
SRV000493,C007,CUST09286,2023-07-25,3,Better performance,Durability,Price,No
SRV000494,C002,CUST03569,2024-10-06,3,Better design,Design,Performance,No
SRV000495,C005,CUST06983,2024-08-06,1,Lower price,Features,Comfort,No
SRV000496,C006,CUST02621,2025-03-13,5,Longer battery life,Features,Customer support,No
SRV000497,C003,CUST09840,2023-08-19,4,Improved durability,Quality,Battery life,No
SRV000498,C002,CUST09721,2024-10-10,3,Better software,Durability,Price,No
SRV000499,C002,CUST00997,2023-12-20,8,Better performance,Price,Performance,Yes
SRV000500,C002,CUST06064,2024-06-20,4,Longer battery life,Price,Durability,No
SRV000501,C010,CUST00513,2024-08-09,9,Better software,Durability,Durability,Yes
SRV000502,C001,CUST00425,2023-11-09,5,Better performance,Design,Performance,No
SRV000503,C007,CUST09068,2024-02-21,3,More smart features,Durability,Performance,No
SRV000504,C007,CUST04511,2025-06-14,4,Longer battery life,Features,Performance,No
SRV000505,C008,CUST08207,2025-06-08,2,Improved durability,Price,Software,No
SRV000506,C005,CUST03398,2023-12-26,2,Longer battery life,Brand reputation,Battery life,No
SRV000507,C006,CUST02422,2025-10-13,6,Lower price,Brand reputation,Price,No
SRV000508,C003,CUST01943,2024-07-04,2,Longer battery life,Performance,Durability,No
SRV000509,C005,CUST03809,2025-12-08,2,Lower price,Quality,Customer support,No
SRV000510,C009,CUST01066,2025-11-12,6,Longer battery life,Customer reviews,Design,No
SRV000511,C009,CUST07532,2023-11-19,5,Better performance,Quality,Comfort,No
SRV000512,C005,CUST03809,2025-11-08,1,Longer battery life,Price,Comfort,No
SRV000513,C009,CUST04856,2025-08-24,6,Better software,Brand reputation,Design,No
SRV000514,C002,CUST06465,2023-03-14,9,Better software,Features,Price,Yes
SRV000515,C006,CUST04009,2025-05-02,6,Lower price,Quality,Price,No
SRV000516,C005,CUST06909,2025-10-25,1,Improved comfort,Features,Battery life,No
SRV000517,C001,CUST01974,2023-05-22,8,Lower price,Design,Price,Yes
SRV000518,C005,CUST08754,2025-07-24,1,More smart features,Features,Software,No
SRV000519,C004,CUST01024,2024-09-14,10,Better design,Customer reviews,Price,Yes
SRV000520,C001,CUST00649,2025-10-07,4,Better design,Brand reputation,Battery life,No
SRV000521,C004,CUST07876,2025-04-19,1,Better design,Performance,Battery life,No
SRV000522,C008,CUST07458,2024-11-17,1,Better software,Design,Performance,No
SRV000523,C002,CUST02202,2025-12-21,4,Better software,Customer reviews,Battery life,No
SRV000524,C002,CUST02154,2024-07-27,2,Longer battery life,Features,Durability,No
SRV000525,C008,CUST00907,2025-02-01,8,Better performance,Quality,Design,Yes
SRV000526,C003,CUST00942,2025-03-18,2,Longer battery life,Durability,Design,No
SRV000527,C004,CUST00674,2024-08-20,5,More smart features,Durability,Price,No
SRV000528,C005,CUST03105,2025-07-16,5,Better design,Quality,Comfort,No
SRV000529,C004,CUST07025,2023-08-12,3,Better performance,Brand reputation,Customer support,No
SRV000530,C002,CUST07840,2024-10-05,7,Better performance,Performance,Comfort,Yes
SRV000531,C008,CUST05609,2024-09-23,8,Lower price,Quality,Performance,Yes
SRV000532,C009,CUST01748,2024-09-15,10,Longer battery life,Features,Price,Yes
SRV000533,C006,CUST07400,2023-07-06,4,More smart features,Durability,Battery life,No
SRV000534,C010,CUST09512,2024-09-04,5,Improved comfort,Price,Durability,No
SRV000535,C008,CUST00030,2025-07-15,9,Better design,Quality,Customer support,Yes
SRV000536,C008,CUST00729,2023-10-14,2,Longer battery life,Price,Comfort,No
SRV000537,C010,CUST05722,2024-02-10,7,More smart features,Quality,Software,Yes
SRV000538,C002,CUST01840,2023-06-03,1,Better performance,Features,Customer support,No
SRV000539,C002,CUST05198,2023-09-21,2,More smart features,Quality,Battery life,No
SRV000540,C006,CUST00673,2025-08-02,1,Improved comfort,Durability,Durability,No
SRV000541,C006,CUST01303,2023-03-02,7,Better software,Brand reputation,Price,Yes
SRV000542,C001,CUST02772,2024-01-19,5,Lower price,Customer reviews,Design,No
SRV000543,C001,CUST09846,2024-05-18,5,Improved durability,Durability,Customer support,No
SRV000544,C002,CUST01654,2023-06-29,5,Better software,Brand reputation,Durability,No
SRV000545,C009,CUST01310,2025-12-12,4,Longer battery life,Durability,Price,No
SRV000546,C002,CUST01268,2025-09-19,6,More smart features,Durability,Software,No
SRV000547,C007,CUST03585,2023-02-23,6,Better design,Price,Software,No
SRV000548,C006,CUST00664,2025-08-24,9,More smart features,Features,Design,Yes
SRV000549,C010,CUST04335,2024-05-22,4,Lower price,Price,Comfort,No
SRV000550,C009,CUST03146,2025-03-06,6,Improved comfort,Brand reputation,Comfort,No
SRV000551,C007,CUST00528,2024-10-13,6,Longer battery life,Performance,Design,No
SRV000552,C010,CUST06794,2024-01-21,8,Lower price,Brand reputation,Customer support,Yes
SRV000553,C009,CUST05362,2023-07-04,1,Better design,Features,Battery life,No
SRV000554,C010,CUST08445,2025-09-05,1,More smart features,Features,Design,No
SRV000555,C007,CUST08513,2023-12-30,6,Longer battery life,Price,Design,No
SRV000556,C006,CUST05627,2023-10-18,2,More smart features,Quality,Price,No
SRV000557,C010,CUST00582,2025-03-21,10,Better performance,Performance,Software,Yes
SRV000558,C007,CUST06566,2023-10-07,3,Better software,Customer reviews,Price,No
SRV000559,C007,CUST03803,2024-12-31,4,Improved comfort,Durability,Software,No
SRV000560,C009,CUST05392,2024-08-26,3,Improved comfort,Price,Durability,No
