complaint_id,company_id,product_id,customer_id,complaint_category,complaint_text,priority,status,complaint_date
CMP036358,C009,P0404,CUST01777,quality,The build quality could be much better.,Medium,In Progress,2023-01-07
CMP022355,C007,P0313,CUST02131,quality,The product does not feel durable.,Medium,Closed,2023-01-07
CMP022467,C008,P0364,CUST07848,delivery,The delivery process was disappointing.,High,Closed,2023-01-07
CMP038295,C008,P0354,CUST05484,comfort,The product is uncomfortable during long use.,Medium,Closed,2023-01-07
CMP018816,C001,P0023,CUST02032,comfort,The product needs a more comfortable design.,Medium,Resolved,2023-01-07
CMP025423,C004,P0181,CUST04867,performance,The product is slow and sometimes stops responding.,Medium,Closed,2023-01-07
CMP020714,C004,P0194,CUST09532,battery,I have to charge the product too frequently.,High,In Progress,2023-01-07
CMP042360,C001,P0042,CUST09215,software,The software has several problems.,High,Closed,2023-01-07
CMP006475,C004,P0160,CUST07248,comfort,The product is uncomfortable during long use.,Low,Resolved,2023-01-07
CMP034738,C010,P0478,CUST07700,battery,Battery life is much lower than expected.,Medium,Resolved,2023-01-07
CMP005574,C008,P0381,CUST09636,battery,Battery performance has become poor.,High,Resolved,2023-01-07
CMP028958,C001,P0038,CUST01191,delivery,My order arrived late.,Medium,In Progress,2023-01-07
CMP043867,C008,P0395,CUST01497,quality,The build quality could be much better.,Medium,Resolved,2023-01-07
CMP006983,C008,P0353,CUST07133,battery,The battery drains very quickly.,High,Resolved,2023-01-07
CMP024943,C006,P0298,CUST05348,software,The application frequently crashes.,High,Resolved,2023-01-07
CMP023528,C008,P0378,CUST08849,quality,The product does not feel durable.,High,Resolved,2023-01-07
CMP005442,C002,P0086,CUST02779,battery,Battery performance has become poor.,Medium,Resolved,2023-01-07
CMP003171,C003,P0122,CUST02762,software,The software has several problems.,High,Resolved,2023-01-07
CMP026179,C010,P0486,CUST07099,delivery,The product was delivered later than expected.,Medium,Resolved,2023-01-07
CMP026341,C010,P0484,CUST04884,quality,The build quality could be much better.,Medium,In Progress,2023-01-07
CMP049165,C003,P0119,CUST09377,battery,The battery drains very quickly.,Medium,Closed,2023-01-07
CMP011201,C004,P0189,CUST07772,performance,The performance has become inconsistent.,Low,Closed,2023-01-07
CMP036584,C008,P0394,CUST01480,quality,The product quality is disappointing.,Low,Resolved,2023-01-07
CMP028737,C007,P0301,CUST08113,quality,The product stopped working properly after a short time.,High,Closed,2023-01-07
CMP008644,C001,P0021,CUST02855,quality,The build quality could be much better.,High,Closed,2023-01-07
CMP014562,C007,P0301,CUST01742,battery,Battery life is much lower than expected.,Medium,Resolved,2023-01-07
CMP025516,C008,P0360,CUST02375,comfort,The product needs a more comfortable design.,Medium,Resolved,2023-01-07
CMP031910,C002,P0053,CUST05229,price,I expected better quality at this price.,Low,Open,2023-01-07
CMP024193,C008,P0381,CUST03719,delivery,The delivery process was disappointing.,Medium,Resolved,2023-01-07
CMP049714,C003,P0105,CUST07654,battery,I have to charge the product too frequently.,Medium,Closed,2023-01-07
CMP029764,C010,P0500,CUST04220,delivery,My order arrived late.,Medium,Open,2023-01-07
CMP027506,C008,P0378,CUST02711,comfort,The product needs a more comfortable design.,Medium,Resolved,2023-01-07
CMP010547,C005,P0250,CUST08473,battery,Battery performance has become poor.,Low,In Progress,2023-01-07
CMP001900,C008,P0382,CUST00722,battery,I have to charge the product too frequently.,Medium,Resolved,2023-01-07
CMP005903,C007,P0344,CUST05986,battery,The battery drains very quickly.,High,Resolved,2023-01-07
CMP005779,C005,P0230,CUST09578,software,The software is difficult to use.,High,Resolved,2023-01-07
CMP048939,C004,P0179,CUST07176,software,The software is difficult to use.,High,Resolved,2023-01-07
CMP023044,C004,P0163,CUST01080,battery,I have to charge the product too frequently.,Critical,Open,2023-01-07
CMP040723,C002,P0099,CUST02548,quality,The product stopped working properly after a short time.,Medium,Resolved,2023-01-07
CMP006299,C004,P0162,CUST02125,quality,The product quality is disappointing.,Medium,Resolved,2023-01-07
CMP026555,C004,P0152,CUST05386,battery,The battery drains very quickly.,Low,Resolved,2023-01-07
CMP034749,C004,P0184,CUST06324,comfort,The product needs a more comfortable design.,Medium,Resolved,2023-01-08
CMP033688,C007,P0312,CUST08671,software,The product software needs improvement.,Medium,Resolved,2023-01-08
CMP042325,C003,P0126,CUST00924,battery,Battery life is much lower than expected.,High,In Progress,2023-01-08
CMP034230,C005,P0245,CUST00240,comfort,The design causes discomfort after extended use.,Medium,Resolved,2023-01-08
CMP003120,C005,P0249,CUST09373,quality,The product quality is disappointing.,Medium,Open,2023-01-08
CMP017818,C003,P0102,CUST07645,battery,Battery life is much lower than expected.,High,Closed,2023-01-08
CMP040410,C008,P0359,CUST04979,quality,The product does not feel durable.,High,Resolved,2023-01-08
CMP040341,C001,P0050,CUST01211,battery,Battery performance has become poor.,Critical,Resolved,2023-01-08
CMP028768,C007,P0350,CUST03349,quality,The product quality is disappointing.,High,Resolved,2023-01-08
CMP046150,C008,P0362,CUST08242,price,The product is too expensive for its quality.,High,In Progress,2023-01-08
CMP029195,C008,P0400,CUST09315,battery,The battery drains very quickly.,High,Resolved,2023-01-08
CMP004608,C001,P0011,CUST09011,performance,The product does not work reliably.,Medium,In Progress,2023-01-08
CMP045113,C003,P0109,CUST08172,delivery,The delivery process was disappointing.,Low,Closed,2023-01-08
CMP032691,C006,P0268,CUST09796,price,I expected better quality at this price.,Medium,Resolved,2023-01-08
CMP005996,C009,P0411,CUST02259,battery,I have to charge the product too frequently.,Low,In Progress,2023-01-08
CMP007689,C004,P0192,CUST08926,battery,The battery drains very quickly.,Medium,In Progress,2023-01-08
CMP021169,C005,P0247,CUST03517,battery,The battery drains very quickly.,Medium,Resolved,2023-01-08
CMP016844,C009,P0422,CUST04374,software,The product software needs improvement.,Low,In Progress,2023-01-08
CMP027604,C001,P0027,CUST04939,price,The price does not seem justified.,Low,Resolved,2023-01-08
CMP045125,C002,P0059,CUST00692,price,The price does not seem justified.,Medium,Resolved,2023-01-08
CMP023839,C007,P0338,CUST03498,delivery,The delivery process was disappointing.,Medium,Resolved,2023-01-08
CMP018488,C010,P0484,CUST07673,battery,I have to charge the product too frequently.,Low,Closed,2023-01-08
CMP047444,C009,P0402,CUST08559,performance,The product does not work reliably.,Medium,Resolved,2023-01-08
CMP040483,C003,P0131,CUST01030,comfort,The design causes discomfort after extended use.,Medium,Open,2023-01-08
CMP009135,C006,P0281,CUST08294,quality,The build quality could be much better.,Critical,Resolved,2023-01-08
CMP003869,C001,P0037,CUST02358,battery,Battery life is much lower than expected.,Critical,Closed,2023-01-08
CMP026379,C007,P0319,CUST05986,quality,The build quality could be much better.,Medium,Closed,2023-01-08
CMP037663,C002,P0071,CUST09626,comfort,The product is uncomfortable during long use.,Medium,Resolved,2023-01-08
CMP036473,C008,P0358,CUST02190,battery,The battery drains very quickly.,Low,In Progress,2023-01-08
CMP026082,C003,P0136,CUST04534,quality,The product quality is disappointing.,High,In Progress,2023-01-08
CMP048483,C006,P0290,CUST06900,quality,The product quality is disappointing.,Medium,In Progress,2023-01-08
CMP003233,C007,P0320,CUST05555,price,The price does not seem justified.,Medium,In Progress,2023-01-08
CMP026881,C008,P0371,CUST02007,delivery,The delivery process was disappointing.,Medium,Resolved,2023-01-08
CMP000332,C003,P0118,CUST07163,comfort,The product is uncomfortable during long use.,High,Closed,2023-01-08
CMP014735,C009,P0432,CUST01121,quality,The build quality could be much better.,Medium,Resolved,2023-01-08
CMP034072,C009,P0413,CUST04028,performance,The product performance is not as expected.,Medium,Open,2023-01-08
CMP009451,C001,P0007,CUST08155,quality,The product quality is disappointing.,Medium,In Progress,2023-01-08
CMP004298,C001,P0001,CUST09848,performance,The product performance is not as expected.,Low,Resolved,2023-01-08
CMP013140,C006,P0300,CUST09342,performance,The product is slow and sometimes stops responding.,Medium,Closed,2023-01-08
CMP009340,C004,P0157,CUST05260,price,The price does not seem justified.,Medium,Closed,2023-01-08
CMP044788,C002,P0067,CUST08623,quality,The build quality could be much better.,High,Resolved,2023-01-08
CMP031798,C010,P0480,CUST09815,performance,The performance has become inconsistent.,Medium,In Progress,2023-01-08
CMP012357,C005,P0229,CUST04566,battery,Battery performance has become poor.,Low,Open,2023-01-08
CMP023436,C008,P0377,CUST05047,battery,The battery drains very quickly.,Critical,Closed,2023-01-08
CMP015721,C001,P0027,CUST03832,quality,The product does not feel durable.,Medium,Open,2023-01-08
CMP036399,C005,P0242,CUST05629,delivery,The product was delivered later than expected.,Medium,Open,2023-01-08
CMP033941,C002,P0053,CUST05543,delivery,The product was delivered later than expected.,High,Closed,2023-01-08
CMP002406,C002,P0076,CUST00961,battery,The battery drains very quickly.,Medium,Open,2023-01-08
CMP012751,C004,P0170,CUST05170,delivery,The product was delivered later than expected.,Low,Closed,2023-01-08
CMP016546,C010,P0477,CUST02670,comfort,The design causes discomfort after extended use.,High,Resolved,2023-01-08
CMP039064,C010,P0479,CUST02219,performance,The product does not work reliably.,Medium,Resolved,2023-01-09
CMP025114,C009,P0445,CUST07296,quality,The product does not feel durable.,Low,Resolved,2023-01-09
CMP017343,C010,P0489,CUST02656,quality,The product does not feel durable.,Medium,Closed,2023-01-09
CMP012863,C003,P0147,CUST01710,software,The software is difficult to use.,Medium,Resolved,2023-01-09
CMP040893,C005,P0246,CUST05793,quality,The product stopped working properly after a short time.,High,Open,2023-01-09
CMP038955,C001,P0048,CUST09697,battery,Battery life is much lower than expected.,High,Open,2023-01-09
CMP036065,C004,P0182,CUST08597,quality,The product quality is disappointing.,Low,In Progress,2023-01-09
CMP040801,C004,P0172,CUST08434,software,The software is difficult to use.,High,Resolved,2023-01-09
CMP009817,C004,P0184,CUST01232,comfort,The design causes discomfort after extended use.,High,Closed,2023-01-09
CMP010325,C001,P0005,CUST01369,battery,Battery performance has become poor.,High,Closed,2023-01-09
CMP045516,C004,P0193,CUST07889,quality,The build quality could be much better.,Low,Closed,2023-01-09
CMP011822,C005,P0236,CUST04715,performance,The product performance is not as expected.,Medium,Open,2023-01-09
CMP043284,C003,P0136,CUST09316,comfort,The product needs a more comfortable design.,Medium,Open,2023-01-09
CMP007784,C002,P0090,CUST09826,price,The product is too expensive for its quality.,Medium,Open,2023-01-09
CMP016260,C004,P0187,CUST07219,performance,The product performance is not as expected.,Medium,Resolved,2023-01-09
CMP011721,C007,P0328,CUST08866,price,The product is too expensive for its quality.,High,Resolved,2023-01-09
CMP004724,C002,P0100,CUST04478,software,The software has several problems.,Medium,Resolved,2023-01-09
CMP039275,C001,P0002,CUST03305,performance,The product is slow and sometimes stops responding.,High,Resolved,2023-01-09
CMP003950,C008,P0391,CUST02019,software,The software is difficult to use.,Low,Closed,2023-01-09
CMP029543,C006,P0292,CUST05518,battery,Battery life is much lower than expected.,High,Resolved,2023-01-09
CMP039220,C007,P0332,CUST09931,quality,The product stopped working properly after a short time.,Medium,Closed,2023-01-09
CMP017100,C002,P0091,CUST09626,quality,The product stopped working properly after a short time.,Medium,In Progress,2023-01-09
CMP024482,C007,P0303,CUST03803,comfort,The product is uncomfortable during long use.,Medium,Resolved,2023-01-09
CMP005396,C003,P0150,CUST08363,battery,I have to charge the product too frequently.,Medium,Closed,2023-01-09
CMP021453,C010,P0494,CUST08340,quality,The product quality is disappointing.,Low,Resolved,2023-01-09
CMP019005,C010,P0482,CUST05551,battery,The battery drains very quickly.,Low,Closed,2023-01-09
CMP006687,C007,P0311,CUST09577,price,The price does not seem justified.,Medium,Closed,2023-01-09
CMP004050,C004,P0152,CUST03537,quality,The product quality is disappointing.,High,In Progress,2023-01-09
CMP038092,C010,P0475,CUST02677,battery,I have to charge the product too frequently.,Medium,In Progress,2023-01-09
CMP048655,C005,P0218,CUST05539,quality,The product quality is disappointing.,Medium,Resolved,2023-01-09
CMP016516,C009,P0412,CUST00623,battery,Battery life is much lower than expected.,Low,Resolved,2023-01-09
CMP022851,C003,P0143,CUST03372,performance,The product does not work reliably.,Medium,Resolved,2023-01-09
CMP008566,C004,P0192,CUST00289,battery,Battery life is much lower than expected.,Low,Closed,2023-01-09
CMP012444,C010,P0470,CUST04741,delivery,My order arrived late.,Medium,Closed,2023-01-09
CMP014602,C004,P0196,CUST01530,battery,Battery life is much lower than expected.,Medium,Resolved,2023-01-09
CMP012166,C007,P0346,CUST05404,delivery,My order arrived late.,Medium,In Progress,2023-01-09
CMP043807,C005,P0247,CUST01292,comfort,The product needs a more comfortable design.,High,Resolved,2023-01-09
CMP019591,C007,P0310,CUST04153,comfort,The design causes discomfort after extended use.,Medium,Resolved,2023-01-09
CMP043991,C002,P0078,CUST01897,quality,The build quality could be much better.,High,Resolved,2023-01-09
CMP040421,C009,P0416,CUST07347,quality,The product stopped working properly after a short time.,Low,Open,2023-01-09
CMP024893,C006,P0300,CUST05903,quality,The product stopped working properly after a short time.,Medium,Closed,2023-01-09
CMP008714,C010,P0492,CUST00925,battery,Battery life is much lower than expected.,Medium,Closed,2023-01-09
CMP022019,C009,P0412,CUST01006,battery,Battery performance has become poor.,High,Resolved,2023-01-09
CMP000564,C006,P0262,CUST09342,price,The product is too expensive for its quality.,Medium,In Progress,2023-01-09
CMP038164,C008,P0367,CUST02980,battery,I have to charge the product too frequently.,High,In Progress,2023-01-09
CMP000996,C001,P0046,CUST06408,delivery,The product was delivered later than expected.,Critical,Resolved,2023-01-09
CMP020296,C009,P0405,CUST09181,comfort,The product is uncomfortable during long use.,High,In Progress,2023-01-09
CMP049108,C005,P0240,CUST06414,price,The product is too expensive for its quality.,Medium,Closed,2023-01-09
