product_id,product_name,category,subcategory,complaint_category,complaint_count,product_pain_score,demand_problem_score,market_gap_score,market_gap_level,opportunity_score,opportunity_level,opportunity_statement,opportunity_rank
P0484,Bluetooth Speaker 484,Audio,Bluetooth Speaker,battery,35,87.5,42.91,35.19,Moderate Market Gap,56.2,Strong Opportunity,Improve Audio products by addressing battery problems,165
P0329,Wireless Earbuds 329,Audio,Wireless Earbuds,battery,27,67.5,62.56,35.19,Moderate Market Gap,56.08,Strong Opportunity,Improve Audio products by addressing battery problems,166
P0113,Smart Watch 113,Watches,Smart Watch,quality,23,57.5,71.1,36.86,Moderate Market Gap,56.07,Strong Opportunity,Improve Watches products by addressing quality problems,167
P0428,Wireless Earbuds 428,Audio,Wireless Earbuds,quality,25,62.5,67.52,35.19,Moderate Market Gap,56.06,Strong Opportunity,Improve Audio products by addressing quality problems,168
P0009,Wireless Earbuds 9,Audio,Wireless Earbuds,quality,24,60.0,69.97,35.19,Moderate Market Gap,56.05,Strong Opportunity,Improve Audio products by addressing quality problems,169
P0009,Wireless Earbuds 9,Audio,Wireless Earbuds,software,24,60.0,69.97,35.19,Moderate Market Gap,56.05,Strong Opportunity,Improve Audio products by addressing software problems,170
P0153,Fitness Band 153,Wearables,Fitness Band,battery,24,60.0,69.77,35.35,Moderate Market Gap,56.02,Strong Opportunity,Improve Wearables products by addressing battery problems,171
P0474,Bluetooth Speaker 474,Audio,Bluetooth Speaker,quality,22,55.0,74.89,35.19,Moderate Market Gap,56.02,Strong Opportunity,Improve Audio products by addressing quality problems,172
P0496,Fitness Band 496,Wearables,Fitness Band,battery,34,85.0,44.73,35.35,Moderate Market Gap,56.01,Strong Opportunity,Improve Wearables products by addressing battery problems,173
P0040,Analog Watch 40,Watches,Analog Watch,battery,29,72.5,55.87,36.86,Moderate Market Gap,55.99,Strong Opportunity,Improve Watches products by addressing battery problems,174
P0356,Air Purifier 356,Home Appliances,Air Purifier,quality,23,57.5,71.4,36.23,Moderate Market Gap,55.98,Strong Opportunity,Improve Home Appliances products by addressing quality problems,175
P0488,Smart Light 488,Home Appliances,Smart Light,battery,26,65.0,63.84,36.23,Moderate Market Gap,55.96,Strong Opportunity,Improve Home Appliances products by addressing battery problems,176
P0256,Smartphone 256,Mobile,Smartphone,performance,21,52.5,76.08,36.43,Moderate Market Gap,55.93,Strong Opportunity,Improve Mobile products by addressing performance problems,177
P0376,Smart Fan 376,Home Appliances,Smart Fan,battery,25,62.5,66.23,36.23,Moderate Market Gap,55.92,Strong Opportunity,Improve Home Appliances products by addressing battery problems,178
P0353,Analog Watch 353,Watches,Analog Watch,battery,27,67.5,60.67,36.86,Moderate Market Gap,55.92,Strong Opportunity,Improve Watches products by addressing battery problems,179
P0099,Bluetooth Speaker 99,Audio,Bluetooth Speaker,performance,21,52.5,77.04,35.19,Moderate Market Gap,55.9,Strong Opportunity,Improve Audio products by addressing performance problems,180
P0080,Wireless Earbuds 80,Audio,Wireless Earbuds,battery,29,72.5,56.98,35.19,Moderate Market Gap,55.88,Strong Opportunity,Improve Audio products by addressing battery problems,181
P0076,Smart Fan 76,Home Appliances,Smart Fan,battery,28,70.0,58.56,36.23,Moderate Market Gap,55.86,Strong Opportunity,Improve Home Appliances products by addressing battery problems,182
P0123,Smart Watch 123,Watches,Smart Watch,quality,21,52.5,75.47,36.86,Moderate Market Gap,55.85,Strong Opportunity,Improve Watches products by addressing quality problems,183
P0127,Smartphone 127,Mobile,Smartphone,battery,25,62.5,65.78,36.43,Moderate Market Gap,55.83,Strong Opportunity,Improve Mobile products by addressing battery problems,184
P0146,Air Purifier 146,Home Appliances,Air Purifier,performance,23,57.5,70.93,36.23,Moderate Market Gap,55.82,Strong Opportunity,Improve Home Appliances products by addressing performance problems,185
P0218,Tablet 218,Mobile,Tablet,battery,28,70.0,58.21,36.43,Moderate Market Gap,55.8,Strong Opportunity,Improve Mobile products by addressing battery problems,186
P0115,Air Purifier 115,Home Appliances,Air Purifier,performance,24,60.0,68.23,36.23,Moderate Market Gap,55.75,Strong Opportunity,Improve Home Appliances products by addressing performance problems,187
P0108,Wireless Earbuds 108,Audio,Wireless Earbuds,battery,30,75.0,54.05,35.19,Moderate Market Gap,55.72,Strong Opportunity,Improve Audio products by addressing battery problems,188
P0311,Smart Light 311,Home Appliances,Smart Light,quality,24,60.0,68.11,36.23,Moderate Market Gap,55.71,Strong Opportunity,Improve Home Appliances products by addressing quality problems,189
P0463,Air Purifier 463,Home Appliances,Air Purifier,battery,26,65.0,62.98,36.23,Moderate Market Gap,55.66,Strong Opportunity,Improve Home Appliances products by addressing battery problems,190
P0217,Fitness Watch 217,Watches,Fitness Watch,quality,23,57.5,69.85,36.86,Moderate Market Gap,55.63,Strong Opportunity,Improve Watches products by addressing quality problems,191
P0090,Smartphone 90,Mobile,Smartphone,battery,35,87.5,40.21,36.43,Moderate Market Gap,55.63,Strong Opportunity,Improve Mobile products by addressing battery problems,192
P0491,Tablet 491,Mobile,Tablet,battery,22,55.0,72.73,36.43,Moderate Market Gap,55.63,Strong Opportunity,Improve Mobile products by addressing battery problems,193
P0296,Headphones 296,Audio,Headphones,battery,31,77.5,51.28,35.19,Moderate Market Gap,55.63,Strong Opportunity,Improve Audio products by addressing battery problems,194
P0296,Headphones 296,Audio,Headphones,quality,31,77.5,51.28,35.19,Moderate Market Gap,55.63,Strong Opportunity,Improve Audio products by addressing quality problems,195
P0077,Fitness Watch 77,Watches,Fitness Watch,performance,25,62.5,64.66,36.86,Moderate Market Gap,55.56,Strong Opportunity,Improve Watches products by addressing performance problems,196
P0063,Fitness Band 63,Wearables,Fitness Band,battery,30,75.0,53.45,35.35,Moderate Market Gap,55.56,Strong Opportunity,Improve Wearables products by addressing battery problems,197
P0337,Analog Watch 337,Watches,Analog Watch,battery,30,75.0,51.99,36.86,Moderate Market Gap,55.5,Strong Opportunity,Improve Watches products by addressing battery problems,198
P0183,Wireless Earbuds 183,Audio,Wireless Earbuds,battery,26,65.0,63.35,35.19,Moderate Market Gap,55.48,Strong Opportunity,Improve Audio products by addressing battery problems,199
P0339,Wireless Earbuds 339,Audio,Wireless Earbuds,battery,21,52.5,75.81,35.19,Moderate Market Gap,55.47,Strong Opportunity,Improve Audio products by addressing battery problems,200
P0280,Smartphone 280,Mobile,Smartphone,quality,22,55.0,72.14,36.43,Moderate Market Gap,55.43,Strong Opportunity,Improve Mobile products by addressing quality problems,201
P0059,Air Purifier 59,Home Appliances,Air Purifier,quality,27,67.5,59.83,36.23,Moderate Market Gap,55.43,Strong Opportunity,Improve Home Appliances products by addressing quality problems,202
P0012,Fitness Band 12,Wearables,Fitness Band,battery,26,65.0,63.02,35.35,Moderate Market Gap,55.41,Strong Opportunity,Improve Wearables products by addressing battery problems,203
P0255,Bluetooth Speaker 255,Audio,Bluetooth Speaker,battery,25,62.5,65.63,35.19,Moderate Market Gap,55.4,Strong Opportunity,Improve Audio products by addressing battery problems,204
P0342,Smartphone 342,Mobile,Smartphone,battery,23,57.5,69.43,36.43,Moderate Market Gap,55.35,Strong Opportunity,Improve Mobile products by addressing battery problems,205
P0174,Tablet 174,Mobile,Tablet,battery,28,70.0,56.89,36.43,Moderate Market Gap,55.34,Strong Opportunity,Improve Mobile products by addressing battery problems,206
P0069,Headphones 69,Audio,Headphones,performance,22,55.0,72.94,35.19,Moderate Market Gap,55.34,Strong Opportunity,Improve Audio products by addressing performance problems,207
P0389,Fitness Watch 389,Watches,Fitness Watch,battery,22,55.0,71.47,36.86,Moderate Market Gap,55.32,Strong Opportunity,Improve Watches products by addressing battery problems,208
P0316,Wireless Earbuds 316,Audio,Wireless Earbuds,quality,19,47.5,80.09,35.19,Moderate Market Gap,55.21,Strong Opportunity,Improve Audio products by addressing quality problems,209
P0316,Wireless Earbuds 316,Audio,Wireless Earbuds,performance,19,47.5,80.09,35.19,Moderate Market Gap,55.21,Strong Opportunity,Improve Audio products by addressing performance problems,210
P0316,Wireless Earbuds 316,Audio,Wireless Earbuds,software,19,47.5,80.09,35.19,Moderate Market Gap,55.21,Strong Opportunity,Improve Audio products by addressing software problems,211
P0492,Smart Ring 492,Wearables,Smart Ring,quality,21,52.5,74.93,35.35,Moderate Market Gap,55.21,Strong Opportunity,Improve Wearables products by addressing quality problems,212
P0328,Smartphone 328,Mobile,Smartphone,battery,27,67.5,58.98,36.43,Moderate Market Gap,55.2,Strong Opportunity,Improve Mobile products by addressing battery problems,213
P0113,Smart Watch 113,Watches,Smart Watch,battery,22,55.0,71.1,36.86,Moderate Market Gap,55.19,Strong Opportunity,Improve Watches products by addressing battery problems,214
P0235,Smartphone 235,Mobile,Smartphone,performance,19,47.5,78.93,36.43,Moderate Market Gap,55.18,Strong Opportunity,Improve Mobile products by addressing performance problems,215
P0125,Air Purifier 125,Home Appliances,Air Purifier,quality,26,65.0,61.54,36.23,Moderate Market Gap,55.16,Strong Opportunity,Improve Home Appliances products by addressing quality problems,216
P0412,Air Purifier 412,Home Appliances,Air Purifier,battery,30,75.0,51.55,36.23,Moderate Market Gap,55.16,Strong Opportunity,Improve Home Appliances products by addressing battery problems,217
P0332,Smart Watch 332,Watches,Smart Watch,battery,28,70.0,55.9,36.86,Moderate Market Gap,55.12,Strong Opportunity,Improve Watches products by addressing battery problems,218
P0344,Smartphone 344,Mobile,Smartphone,battery,23,57.5,68.77,36.43,Moderate Market Gap,55.12,Strong Opportunity,Improve Mobile products by addressing battery problems,219
P0356,Air Purifier 356,Home Appliances,Air Purifier,performance,22,55.0,71.4,36.23,Moderate Market Gap,55.11,Strong Opportunity,Improve Home Appliances products by addressing performance problems,220
P0147,Fitness Band 147,Wearables,Fitness Band,quality,28,70.0,56.82,35.35,Moderate Market Gap,54.99,Strong Opportunity,Improve Wearables products by addressing quality problems,221
P0103,Fitness Band 103,Wearables,Fitness Band,quality,23,57.5,69.29,35.35,Moderate Market Gap,54.98,Strong Opportunity,Improve Wearables products by addressing quality problems,222
P0347,Smartphone 347,Mobile,Smartphone,performance,19,47.5,78.35,36.43,Moderate Market Gap,54.98,Strong Opportunity,Improve Mobile products by addressing performance problems,223
P0347,Smartphone 347,Mobile,Smartphone,comfort,19,47.5,78.35,36.43,Moderate Market Gap,54.98,Strong Opportunity,Improve Mobile products by addressing comfort problems,224
P0057,Headphones 57,Audio,Headphones,battery,23,57.5,69.4,35.19,Moderate Market Gap,54.97,Strong Opportunity,Improve Audio products by addressing battery problems,225
P0089,Fitness Band 89,Wearables,Fitness Band,battery,34,85.0,41.58,35.35,Moderate Market Gap,54.91,Strong Opportunity,Improve Wearables products by addressing battery problems,226
P0261,Analog Watch 261,Watches,Analog Watch,battery,25,62.5,62.76,36.86,Moderate Market Gap,54.9,Strong Opportunity,Improve Watches products by addressing battery problems,227
P0499,Tablet 499,Mobile,Tablet,battery,30,75.0,50.57,36.43,Moderate Market Gap,54.88,Strong Opportunity,Improve Mobile products by addressing battery problems,228
P0221,Tablet 221,Mobile,Tablet,battery,27,67.5,58.08,36.43,Moderate Market Gap,54.88,Strong Opportunity,Improve Mobile products by addressing battery problems,229
P0115,Air Purifier 115,Home Appliances,Air Purifier,battery,23,57.5,68.23,36.23,Moderate Market Gap,54.87,Strong Opportunity,Improve Home Appliances products by addressing battery problems,230
P0383,Smart Ring 383,Wearables,Smart Ring,quality,23,57.5,68.97,35.35,Moderate Market Gap,54.87,Strong Opportunity,Improve Wearables products by addressing quality problems,231
P0173,Smartphone 173,Mobile,Smartphone,battery,28,70.0,55.5,36.43,Moderate Market Gap,54.85,Strong Opportunity,Improve Mobile products by addressing battery problems,232
P0222,Air Purifier 222,Home Appliances,Air Purifier,battery,24,60.0,65.63,36.23,Moderate Market Gap,54.84,Strong Opportunity,Improve Home Appliances products by addressing battery problems,233
P0026,Headphones 26,Audio,Headphones,battery,25,62.5,64.01,35.19,Moderate Market Gap,54.84,Strong Opportunity,Improve Audio products by addressing battery problems,234
P0142,Smart Fan 142,Home Appliances,Smart Fan,quality,22,55.0,70.25,36.23,Moderate Market Gap,54.71,Strong Opportunity,Improve Home Appliances products by addressing quality problems,235
P0358,Bluetooth Speaker 358,Audio,Bluetooth Speaker,battery,26,65.0,61.14,35.19,Moderate Market Gap,54.71,Strong Opportunity,Improve Audio products by addressing battery problems,236
P0433,Smart Fan 433,Home Appliances,Smart Fan,battery,26,65.0,60.2,36.23,Moderate Market Gap,54.69,Strong Opportunity,Improve Home Appliances products by addressing battery problems,237
P0110,Smart Ring 110,Wearables,Smart Ring,quality,22,55.0,70.92,35.35,Moderate Market Gap,54.68,Strong Opportunity,Improve Wearables products by addressing quality problems,238
P0230,Smart Watch 230,Watches,Smart Watch,battery,19,47.5,77.04,36.86,Moderate Market Gap,54.65,Strong Opportunity,Improve Watches products by addressing battery problems,239
P0165,Bluetooth Speaker 165,Audio,Bluetooth Speaker,performance,20,50.0,75.94,35.19,Moderate Market Gap,54.64,Strong Opportunity,Improve Audio products by addressing performance problems,240
P0341,Smart Watch 341,Watches,Smart Watch,quality,23,57.5,66.93,36.86,Moderate Market Gap,54.61,Strong Opportunity,Improve Watches products by addressing quality problems,241
P0339,Wireless Earbuds 339,Audio,Wireless Earbuds,performance,20,50.0,75.81,35.19,Moderate Market Gap,54.59,Strong Opportunity,Improve Audio products by addressing performance problems,242
P0317,Smart Light 317,Home Appliances,Smart Light,battery,28,70.0,54.92,36.23,Moderate Market Gap,54.59,Strong Opportunity,Improve Home Appliances products by addressing battery problems,243
P0270,Smart Watch 270,Watches,Smart Watch,battery,26,65.0,59.26,36.86,Moderate Market Gap,54.55,Strong Opportunity,Improve Watches products by addressing battery problems,244
P0177,Wireless Earbuds 177,Audio,Wireless Earbuds,quality,21,52.5,73.15,35.19,Moderate Market Gap,54.53,Strong Opportunity,Improve Audio products by addressing quality problems,245
P0061,Wireless Earbuds 61,Audio,Wireless Earbuds,battery,26,65.0,60.52,35.19,Moderate Market Gap,54.49,Strong Opportunity,Improve Audio products by addressing battery problems,246
P0083,Air Purifier 83,Home Appliances,Air Purifier,battery,29,72.5,52.12,36.23,Moderate Market Gap,54.49,Strong Opportunity,Improve Home Appliances products by addressing battery problems,247
P0485,Smart Watch 485,Watches,Smart Watch,performance,20,50.0,73.94,36.86,Moderate Market Gap,54.44,Strong Opportunity,Improve Watches products by addressing performance problems,248
P0145,Fitness Band 145,Wearables,Fitness Band,battery,31,77.5,47.62,35.35,Moderate Market Gap,54.4,Strong Opportunity,Improve Wearables products by addressing battery problems,249
P0365,Smart Ring 365,Wearables,Smart Ring,quality,24,60.0,65.13,35.35,Moderate Market Gap,54.4,Strong Opportunity,Improve Wearables products by addressing quality problems,250
P0044,Fitness Band 44,Wearables,Fitness Band,quality,29,72.5,52.63,35.35,Moderate Market Gap,54.4,Strong Opportunity,Improve Wearables products by addressing quality problems,251
P0439,Smartphone 439,Mobile,Smartphone,battery,28,70.0,54.06,36.43,Moderate Market Gap,54.35,Strong Opportunity,Improve Mobile products by addressing battery problems,252
